Store,Dept,Date,Weekly_Sales_Pred
10,16,2012-06-15,19304.738
10,16,2012-06-22,19477.668
10,16,2012-06-29,19733.85
10,16,2012-06-07,20485.744
10,16,2012-07-13,23008.27
10,16,2012-07-20,20485.744
10,16,2012-07-27,17999.928
10,16,2012-03-08,13706.788
10,16,2012-10-08,19665.307
10,16,2012-08-17,18330.209
10,16,2012-08-24,16411.453
10,16,2012-08-31,14693.329
10,16,2012-07-09,19389.496
10,16,2012-09-14,16499.625
10,16,2012-09-21,16411.453
10,16,2012-09-28,18330.209
10,16,2012-05-10,14435.161
10,16,2012-10-19,17297.95
10,16,2012-10-26,17297.95
10,17,2011-11-02,22184.508
10,17,2011-11-03,22189.443
10,17,2011-12-08,20360.049
10,17,2011-11-11,36924.887
10,17,2011-11-18,19037.053
10,17,2011-11-25,24458.904
10,17,2011-12-16,23956.445
10,17,2011-12-23,17723.955
10,17,2011-12-30,19935.85
10,17,2012-06-01,23294.604
10,17,2012-01-13,15167.033
10,17,2012-01-20,15709.405
10,17,2012-01-27,17363.928
10,17,2012-03-02,25675.924
10,17,2012-10-02,19883.375
10,17,2012-02-17,22671.139
10,17,2012-02-24,18133.812
10,17,2012-02-03,20003.684
10,17,2012-09-03,15672.742
10,17,2012-03-16,16197.466
10,17,2012-03-23,16240.275
10,17,2012-03-30,15987.626
10,17,2012-06-04,17048.717
10,17,2012-04-13,17413.453
10,17,2012-04-20,16404.025
10,17,2012-04-27,16328.822
10,17,2012-04-05,18016.617
10,17,2012-05-18,15851.458
10,17,2012-05-25,16032.5
10,17,2012-01-06,12794.87
10,17,2012-08-06,15532.713
10,17,2012-06-15,15954.533
10,17,2012-06-22,16127.463
10,17,2012-06-29,16383.647
10,17,2012-06-07,20241.35
10,17,2012-07-13,19147.633
10,17,2012-07-20,20411.402
10,17,2012-07-27,21063.773
10,17,2012-03-08,25253.736
10,17,2012-10-08,20981.023
10,17,2012-08-17,15536.127
10,17,2012-08-24,16723.178
10,17,2012-08-31,18923.598
10,17,2012-07-09,16039.291
10,17,2012-09-14,16811.35
10,17,2012-09-21,16723.178
10,17,2012-09-28,15536.127
10,17,2012-05-10,16764.602
10,17,2012-10-19,14503.868
10,17,2012-10-26,14503.868
10,18,2011-11-02,18306.994
10,18,2011-11-03,17881.865
10,18,2011-12-08,16166.589
10,18,2011-11-11,79685.8
10,18,2011-11-18,17405.324
10,18,2011-11-25,80556.7
10,18,2011-12-16,25134.379
10,18,2011-12-23,16210.411
10,18,2011-12-30,73506.38
10,18,2012-06-01,60425.31
10,18,2012-01-13,34348.383
10,18,2012-01-20,18907.363
10,18,2012-01-27,21777.205
10,18,2012-03-02,92241.44
10,18,2012-10-02,32550.113
10,18,2012-02-17,66843.305
10,18,2012-02-24,39660.33
10,18,2012-02-03,43265.2
10,18,2012-09-03,13871.979
10,18,2012-03-16,19438.242
10,18,2012-03-23,19438.242
10,18,2012-03-30,19065.586
10,18,2012-06-04,30746.363
10,18,2012-04-13,35511.855
10,18,2012-04-20,20034.95
10,18,2012-04-27,19033.35
10,18,2012-04-05,37535.047
10,18,2012-05-18,19482.379
10,18,2012-06-29,15613.794
10,18,2012-06-07,33629.523
10,18,2012-08-24,29659.193
10,18,2012-08-31,52391.367
10,18,2012-07-09,15269.4375
10,18,2012-09-14,29211.438
10,18,2012-09-21,29432.73
10,18,2012-09-28,13778.177
10,18,2012-05-10,38201.875
10,18,2012-10-19,12834.437
10,18,2012-10-26,12834.437
10,19,2011-11-02,13954.063
10,19,2011-11-03,14211.921
10,19,2011-12-08,13478.944
10,19,2011-11-11,5912.807
10,19,2011-11-18,11940.78
10,19,2011-11-25,9810.193
10,19,2011-12-16,4026.23
10,19,2011-12-23,10390.815
10,19,2011-12-30,5068.1865
10,19,2012-06-01,10634.223
10,19,2012-01-13,5939.651
10,19,2012-01-20,6924.34
10,19,2012-01-27,8526.69
10,19,2012-03-02,8706.578
10,19,2012-10-02,12046.241
10,19,2012-02-17,9738.088
10,19,2012-02-24,8966.422
10,19,2012-02-03,8144.33
10,19,2012-09-03,8411.258
10,19,2012-03-16,8006.4243
10,19,2012-03-23,8006.4243
10,19,2012-03-30,8006.4243
10,19,2012-06-04,7830.4233
10,19,2012-04-13,7925.5747
10,19,2012-04-20,7491.803
10,19,2012-04-27,7318.856
10,19,2012-04-05,7107.9043
10,19,2012-05-18,6939.2334
10,19,2012-05-25,7120.2754
10,19,2012-01-06,4204.385
10,19,2012-08-06,8314.041
10,19,2012-06-15,7369.971
10,19,2012-06-22,7484.8267
10,19,2012-06-29,7799.0864
10,19,2012-06-07,11023.062
10,19,2012-07-13,10504.997
10,19,2012-07-20,11023.062
10,19,2012-07-27,11589.17
10,19,2012-03-08,9046.766
10,19,2012-10-08,12619.393
10,19,2012-08-17,8375.533
10,19,2012-08-24,9464.781
10,19,2012-08-31,8119.9604
10,19,2012-07-09,7396.653
10,19,2012-09-14,9017.027
10,19,2012-09-21,8928.854
10,19,2012-09-28,8375.533
10,19,2012-05-10,7357.014
10,19,2012-10-19,7431.789
10,19,2012-10-26,7431.789
10,20,2011-11-02,15755.52
10,20,2011-11-03,15917.658
10,20,2011-12-08,15184.687
10,20,2011-11-11,20013.768
10,20,2011-11-18,14018.514
10,20,2011-11-25,13089.49
10,20,2011-12-16,15769.804
10,20,2011-12-23,12474.137
10,20,2011-12-30,8291.689
10,20,2012-06-01,15036.105
10,20,2012-01-13,10358.94
10,20,2012-01-20,11303.009
10,20,2012-01-27,12376.246
10,20,2012-03-02,13108.461
10,20,2012-10-02,14185.082
10,20,2012-02-17,14254.72
10,20,2012-02-24,12139.331
10,20,2012-02-03,12714.015
10,20,2012-09-03,10577.51
10,20,2012-03-16,11206.745
10,20,2012-03-23,11206.745
10,20,2012-03-30,11206.745
10,20,2012-06-04,11003.335
10,20,2012-04-13,11098.485
10,20,2012-04-20,10692.125
10,20,2012-04-27,10519.178
10,20,2012-04-05,11864.603
10,20,2012-05-18,10139.557
10,20,2012-05-25,10320.599
10,20,2012-01-06,8115.473
10,20,2012-08-06,10480.293
10,20,2012-06-15,10570.293
10,20,2012-06-22,10657.737
10,20,2012-06-29,10999.407
10,20,2012-06-07,14195.972
10,20,2012-07-13,13705.317
10,20,2012-07-20,14195.972
10,20,2012-07-27,14913.039
10,20,2012-03-08,13448.649
10,20,2012-10-08,15175.709
10,20,2012-08-17,10541.784
10,20,2012-08-24,11603.623
10,20,2012-08-31,11487.776
10,20,2012-07-09,10569.564
10,20,2012-09-14,11155.868
10,20,2012-09-21,11067.695
10,20,2012-09-28,10541.784
10,20,2012-05-10,10680.884
10,20,2012-10-19,9509.525
10,20,2012-10-26,9509.525
10,21,2011-11-02,15963.755
10,21,2011-11-03,15865.149
10,21,2011-12-08,15132.179
10,21,2011-11-11,13784.042
10,21,2011-11-18,14206.394
10,21,2011-11-25,15090.588
10,21,2011-12-16,9800.616
10,21,2011-12-23,12752.619
10,21,2011-12-30,10558.812
10,21,2012-06-01,15300.685
10,21,2012-01-13,10778.866
10,21,2012-01-20,11490.889
10,21,2012-01-27,12654.729
10,21,2012-03-02,15109.559
10,21,2012-10-02,14400.372
10,21,2012-02-17,14519.299
10,21,2012-02-24,12354.622
10,21,2012-02-03,12978.594
10,21,2012-09-03,10765.391
10,21,2012-03-16,11394.626
10,21,2012-03-23,11394.626
10,21,2012-03-30,11394.626
10,21,2012-06-04,11218.626
10,21,2012-04-13,11313.776
10,21,2012-04-20,10880.006
10,21,2012-04-27,10707.057
10,21,2012-04-05,11797.05
10,21,2012-05-18,10327.4375
10,21,2012-05-25,10508.4795
10,21,2012-01-06,8303.355
10,21,2012-08-06,10668.174
10,21,2012-06-15,10758.174
10,21,2012-06-22,10873.028
10,21,2012-06-29,11187.287
10,21,2012-06-07,14411.262
10,21,2012-07-13,13893.197
10,21,2012-07-20,14411.262
10,21,2012-07-27,15177.618
10,21,2012-03-08,14532.022
10,21,2012-10-08,15440.287
10,21,2012-08-17,10729.665
10,21,2012-08-24,11818.914
10,21,2012-08-31,11752.355
10,21,2012-07-09,10784.855
10,21,2012-09-14,11371.159
10,21,2012-09-21,11282.986
10,21,2012-09-28,10729.665
10,21,2012-05-10,10896.175
10,21,2012-10-19,9697.405
10,21,2012-10-26,9697.405
10,22,2011-11-02,18276.168
10,22,2011-11-03,18233.639
10,22,2011-12-08,17500.666
10,22,2011-11-11,32660.148
10,22,2011-11-18,16737.88
10,22,2011-11-25,22993.176
10,22,2011-12-16,23418.973
10,22,2011-12-23,15228.04
10,22,2011-12-30,20151.127
10,22,2012-06-01,21728.068
10,22,2012-01-13,14877.891
10,22,2012-01-20,14147.831
10,22,2012-01-27,15255.601
10,22,2012-03-02,23304.547
10,22,2012-10-02,16931.86
10,22,2012-02-17,20911.217
10,22,2012-02-24,15088.107
10,22,2012-02-03,15776.853
10,22,2012-09-03,13373.426
10,22,2012-03-16,14128.111
10,22,2012-03-23,14128.111
10,22,2012-03-30,14128.111
10,22,2012-06-04,14212.713
10,22,2012-04-13,14307.863
10,22,2012-04-20,13874.097
10,22,2012-04-27,14091.716
10,22,2012-04-05,15043.594
10,22,2012-05-18,13321.527
10,22,2012-05-25,13502.569
10,22,2012-01-06,11036.841
10,22,2012-08-06,13276.209
10,22,2012-06-15,13752.265
10,22,2012-06-22,13867.119
10,22,2012-06-29,14181.378
10,22,2012-06-07,17328.805
10,22,2012-07-13,16810.744
10,22,2012-07-20,17328.805
10,22,2012-07-27,17864.736
10,22,2012-03-08,23899.059
10,22,2012-10-08,18589.602
10,22,2012-08-17,13337.7
10,22,2012-08-24,14426.949
10,22,2012-08-31,17870.225
10,22,2012-07-09,13778.946
10,22,2012-09-14,13979.19
10,22,2012-09-21,13891.018
10,22,2012-09-28,13337.7
10,22,2012-05-10,13890.265
10,22,2012-10-19,12305.44
10,22,2012-10-26,12305.44
10,23,2011-11-02,27065.82
10,23,2011-11-03,27023.291
10,23,2011-12-08,26290.318
10,23,2011-11-11,71416.75
10,23,2011-11-18,28607.52
10,23,2011-11-25,45201.28
10,23,2011-12-16,63312.418
10,23,2011-12-23,27077.44
10,23,2011-12-30,43196.76
10,23,2012-06-01,40318.06
10,23,2012-01-13,30619.205
10,23,2012-01-20,28718.229
10,23,2012-01-27,29826.0
10,23,2012-03-02,48213.406
10,23,2012-10-02,28801.5
10,23,2012-02-17,39501.207
10,23,2012-02-24,29122.58
10,23,2012-02-03,32828.055
10,23,2012-09-03,24779.416
10,23,2012-03-16,28234.861
10,23,2012-03-23,27553.87
10,23,2012-03-30,27553.87
10,23,2012-06-04,27638.475
10,23,2012-04-13,27733.625
10,23,2012-04-20,27299.855
10,23,2012-04-27,27517.475
10,23,2012-04-05,31006.713
10,23,2012-05-18,26747.285
10,23,2012-05-25,26928.328
10,23,2012-01-06,24462.6
10,23,2012-08-06,24682.2
10,23,2012-06-15,27859.014
10,23,2012-06-22,27973.87
10,23,2012-06-29,28288.125
10,23,2012-06-07,31435.557
10,23,2012-07-13,31381.14
10,23,2012-07-20,31899.203
10,23,2012-07-27,31435.557
10,23,2012-03-08,46072.633
10,23,2012-10-08,32012.34
10,23,2012-08-17,24743.688
10,23,2012-08-24,25297.012
10,23,2012-08-31,33295.812
10,23,2012-07-09,27204.705
10,23,2012-09-14,25385.184
10,23,2012-09-21,25297.012
10,23,2012-09-28,24743.688
10,23,2012-05-10,26409.54
10,23,2012-10-19,23340.871
10,23,2012-10-26,23340.871
10,24,2011-11-02,16024.094
10,24,2011-11-03,15981.564
10,24,2011-12-08,15248.587
10,24,2011-11-11,16851.459
10,24,2011-11-18,14482.359
10,24,2011-11-25,16789.5
10,24,2011-12-16,16744.521
10,24,2011-12-23,12952.278
10,24,2011-12-30,12743.795
10,24,2012-06-01,16799.027
10,24,2012-01-13,12116.759
10,24,2012-01-20,11784.15
10,24,2012-01-27,12891.92
10,24,2012-03-02,16878.39
10,24,2012-10-02,15149.163
10,24,2012-02-17,16105.539
10,24,2012-02-24,12661.324
10,24,2012-02-03,12854.191
10,24,2012-09-03,11117.899
10,24,2012-03-16,11764.43
10,24,2012-03-23,11764.43
10,24,2012-03-30,11764.43
10,24,2012-06-04,12198.494
10,24,2012-04-13,12293.645
10,24,2012-04-20,11387.05
10,24,2012-04-27,11390.612
10,24,2012-04-05,12484.077
10,24,2012-05-18,10834.48
10,24,2012-05-25,11015.522
10,24,2012-01-06,8673.159
10,24,2012-08-06,11020.683
10,24,2012-06-15,11265.218
10,24,2012-06-22,11380.072
10,24,2012-06-29,11694.331
10,24,2012-06-07,15314.587
10,24,2012-07-13,14323.698
10,24,2012-07-20,15314.587
10,24,2012-07-27,15314.587
10,24,2012-03-08,16948.428
10,24,2012-10-08,15968.564
10,24,2012-08-17,11082.174
10,24,2012-08-24,12108.319
10,24,2012-08-31,13172.707
10,24,2012-07-09,11291.899
10,24,2012-09-14,12196.492
10,24,2012-09-21,12108.319
10,24,2012-09-28,11082.174
10,24,2012-05-10,11340.116
10,24,2012-10-19,10049.914
10,24,2012-10-26,10049.914
10,25,2011-11-02,16663.795
10,25,2011-11-03,16621.266
10,25,2011-12-08,15888.294
10,25,2011-11-11,28684.756
10,25,2011-11-18,15122.064
10,25,2011-11-25,19085.541
10,25,2011-12-16,19732.16
10,25,2011-12-23,13591.983
10,25,2011-12-30,15039.837
10,25,2012-06-01,17521.973
10,25,2012-01-13,12839.705
10,25,2012-01-20,12507.097
10,25,2012-01-27,13614.866
10,25,2012-03-02,19257.674
10,25,2012-10-02,15788.868
10,25,2012-02-17,16828.484
10,25,2012-02-24,13384.2705
10,25,2012-02-03,14606.763
10,25,2012-09-03,11757.6045
10,25,2012-03-16,12487.376
10,25,2012-03-23,12487.376
10,25,2012-03-30,12487.376
10,25,2012-06-04,12921.44
10,25,2012-04-13,13016.591
10,25,2012-04-20,12109.996
10,25,2012-04-27,12113.559
10,25,2012-04-05,13207.023
10,25,2012-05-18,11557.427
10,25,2012-05-25,11738.469
10,25,2012-01-06,9396.105
10,25,2012-08-06,11660.388
10,25,2012-06-15,11988.164
10,25,2012-06-22,12103.019
10,25,2012-06-29,12417.277
10,25,2012-06-07,16037.533
10,25,2012-07-13,15046.645
10,25,2012-07-20,16037.533
10,25,2012-07-27,16037.533
10,25,2012-03-08,18256.625
10,25,2012-10-08,16608.27
10,25,2012-08-17,11721.879
10,25,2012-08-24,12748.024
10,25,2012-08-31,13812.411
10,25,2012-07-09,12014.846
10,25,2012-09-14,12836.197
10,25,2012-09-21,12748.024
10,25,2012-09-28,11721.879
10,25,2012-05-10,12063.0625
10,25,2012-10-19,10689.619
10,25,2012-10-26,10689.619
10,26,2011-11-02,16119.558
10,26,2011-11-03,16077.026
10,26,2011-12-08,15344.049
10,26,2011-11-11,20043.121
10,26,2011-11-18,14577.821
10,26,2011-11-25,17595.2
10,26,2011-12-16,18569.584
10,26,2011-12-23,13047.74
10,26,2011-12-30,13909.743
10,26,2012-06-01,16977.729
10,26,2012-01-13,12295.462
10,26,2012-01-20,11962.854
10,26,2012-01-27,13070.623
10,26,2012-03-02,17649.615
10,26,2012-10-02,15244.625
10,26,2012-02-17,16284.242
10,26,2012-02-24,12840.028
10,26,2012-02-03,14050.115
10,26,2012-09-03,11213.36
10,26,2012-03-16,11943.134
10,26,2012-03-23,11943.134
10,26,2012-03-30,11943.134
10,26,2012-06-04,12377.198
10,26,2012-04-13,12472.349
10,26,2012-04-20,11565.752
10,26,2012-04-27,11569.316
10,26,2012-04-05,12662.779
10,26,2012-05-18,11013.183
10,26,2012-05-25,11194.225
10,26,2012-01-06,8851.863
10,26,2012-08-06,11116.144
10,26,2012-06-15,11443.92
10,26,2012-06-22,11558.774
10,26,2012-06-29,11873.034
10,26,2012-06-07,15493.29
10,26,2012-07-13,14502.401
10,26,2012-07-20,15493.29
10,26,2012-07-27,15493.29
10,26,2012-03-08,17594.662
10,26,2012-10-08,16064.024
10,26,2012-08-17,11177.635
10,26,2012-08-24,12203.782
10,26,2012-08-31,13268.169
10,26,2012-07-09,11470.602
10,26,2012-09-14,12291.955
10,26,2012-09-21,12203.782
10,26,2012-09-28,11177.635
10,26,2012-05-10,11635.199
10,26,2012-10-19,10261.756
10,26,2012-10-26,10261.756
10,27,2011-11-02,11757.51
10,27,2011-11-03,11714.978
10,27,2011-12-08,10982.001
10,27,2011-11-11,6291.7324
10,27,2011-11-18,10340.238
10,27,2011-11-25,9742.645
10,27,2011-12-16,4033.294
10,27,2011-12-23,8888.943
10,27,2011-12-30,5879.599
10,27,2012-06-01,11809.491
10,27,2012-01-13,7696.958
10,27,2012-01-20,7364.348
10,27,2012-01-27,8472.121
10,27,2012-03-02,9436.139
10,27,2012-10-02,11007.042
10,27,2012-02-17,11116.003
10,27,2012-02-24,8241.526
10,27,2012-02-03,7406.6924
10,27,2012-09-03,6975.772
10,27,2012-03-16,7344.629
10,27,2012-03-23,7344.629
10,27,2012-03-30,7344.629
10,27,2012-06-04,7778.695
10,27,2012-04-13,7873.845
10,27,2012-04-20,6967.2456
10,27,2012-04-27,6970.809
10,27,2012-04-05,7722.9585
10,27,2012-05-18,6414.677
10,27,2012-05-25,6595.7188
10,27,2012-01-06,4253.3564
10,27,2012-08-06,6878.5557
10,27,2012-06-15,6845.414
10,27,2012-06-22,6960.2686
10,27,2012-06-29,7274.528
10,27,2012-06-07,10894.788
10,27,2012-07-13,9903.899
10,27,2012-07-20,10894.788
10,27,2012-07-27,10894.788
10,27,2012-03-08,9942.116
10,27,2012-10-08,11470.507
10,27,2012-08-17,6940.047
10,27,2012-08-24,7966.1973
10,27,2012-08-31,8460.847
10,27,2012-07-09,6872.0957
10,27,2012-09-14,8054.37
10,27,2012-09-21,7966.1973
10,27,2012-09-28,6940.047
10,27,2012-05-10,7036.6934
10,27,2012-10-19,6024.168
10,27,2012-10-26,6024.168
10,28,2011-11-02,11757.51
10,28,2011-11-03,11714.978
10,28,2011-12-08,10982.001
10,28,2011-11-11,3413.3108
10,28,2011-11-18,10340.238
10,28,2011-11-25,9742.645
10,28,2011-12-16,1537.8035
10,28,2011-12-23,8888.943
10,28,2011-12-30,5879.599
10,28,2012-06-01,11809.491
10,28,2012-01-13,7696.958
10,28,2012-01-20,7364.348
10,28,2012-01-27,8472.121
10,28,2012-03-02,9436.139
10,28,2012-10-02,11007.042
10,28,2012-02-17,11116.003
10,28,2012-02-24,8241.526
10,28,2012-02-03,7406.6924
10,28,2012-09-03,6975.772
10,28,2012-03-16,7344.629
10,28,2012-03-23,7344.629
10,28,2012-03-30,7344.629
10,28,2012-06-04,7778.695
10,28,2012-04-13,7873.845
10,28,2012-04-20,6967.2456
10,28,2012-04-27,6970.809
10,28,2012-04-05,7722.9585
10,28,2012-05-18,6414.677
10,28,2012-05-25,6595.7188
10,28,2012-01-06,4253.3564
10,28,2012-08-06,6878.5557
10,28,2012-06-15,6845.414
10,28,2012-06-22,6960.2686
10,28,2012-06-29,7274.528
10,28,2012-06-07,10894.788
10,28,2012-07-13,9903.899
10,28,2012-07-20,10894.788
10,28,2012-07-27,10894.788
10,28,2012-03-08,9942.116
10,28,2012-10-08,11470.507
10,28,2012-08-17,6940.047
10,28,2012-08-24,7966.1973
10,28,2012-08-31,8460.847
10,28,2012-07-09,6872.0957
10,28,2012-09-14,8054.37
10,28,2012-09-21,7966.1973
10,28,2012-09-28,6940.047
10,28,2012-05-10,7036.6934
10,28,2012-10-19,6024.168
10,28,2012-10-26,6024.168
10,29,2011-11-02,12706.734
10,29,2011-11-03,12664.202
10,29,2011-12-08,11931.226
10,29,2011-11-11,20047.568
10,29,2011-11-18,11289.463
10,29,2011-11-25,12222.232
10,29,2011-12-16,16081.972
10,29,2011-12-23,9838.168
10,29,2011-12-30,8359.191
10,29,2012-06-01,12906.315
10,29,2012-01-13,8793.785
10,29,2012-01-20,8461.177
10,29,2012-01-27,9568.946
10,29,2012-03-02,12063.325
10,29,2012-10-02,11956.267
10,29,2012-02-17,12212.828
10,29,2012-02-24,9338.351
10,29,2012-02-03,9918.566
10,29,2012-09-03,7925.0
10,29,2012-03-16,8441.456
10,29,2012-03-23,8441.456
10,29,2012-03-30,8441.456
10,29,2012-06-04,8875.5205
10,29,2012-04-13,8970.671
10,29,2012-04-20,8064.0747
10,29,2012-04-27,8067.637
10,29,2012-04-05,8819.785
10,29,2012-05-18,7511.505
10,29,2012-05-25,7692.547
10,29,2012-01-06,5350.1826
10,29,2012-08-06,7827.7827
10,29,2012-06-15,7942.2417
10,29,2012-06-22,8057.096
10,29,2012-06-29,8371.357
10,29,2012-06-07,11991.613
10,29,2012-07-13,11000.725
10,29,2012-07-20,11991.613
10,29,2012-07-27,11991.613
10,29,2012-03-08,12569.305
10,29,2012-10-08,12419.731
10,29,2012-08-17,7889.2744
10,29,2012-08-24,8915.423
10,29,2012-08-31,9410.071
10,29,2012-07-09,7968.9233
10,29,2012-09-14,9003.596
10,29,2012-09-21,8915.423
10,29,2012-09-28,7889.2744
10,29,2012-05-10,8133.521
10,29,2012-10-19,6973.3926
10,29,2012-10-26,6973.3926
10,30,2011-11-02,12706.734
10,30,2011-11-03,12664.202
10,30,2011-12-08,11931.226
10,30,2011-11-11,17558.197
10,30,2011-11-18,11289.463
10,30,2011-11-25,11107.06
10,30,2011-12-16,9974.051
10,30,2011-12-23,9838.168
10,30,2011-12-30,7244.016
10,30,2012-06-01,12906.315
10,30,2012-01-13,8793.785
10,30,2012-01-20,8461.177
10,30,2012-01-27,9568.946
10,30,2012-03-02,10948.152
10,30,2012-10-02,11956.267
10,30,2012-02-17,12212.828
10,30,2012-02-24,9338.351
10,30,2012-02-03,9918.566
10,30,2012-09-03,7925.0
10,30,2012-03-16,8441.456
10,30,2012-03-23,8441.456
10,30,2012-03-30,8441.456
10,30,2012-06-04,8875.5205
10,30,2012-04-13,8970.671
10,30,2012-04-20,8064.0747
10,30,2012-04-27,8067.637
10,30,2012-04-05,8819.785
10,30,2012-05-18,7511.505
10,30,2012-05-25,7692.547
10,30,2012-01-06,5350.1826
10,30,2012-08-06,7827.7827
10,30,2012-06-15,7942.2417
10,30,2012-06-22,8057.096
10,30,2012-06-29,8371.357
10,30,2012-06-07,11991.613
10,30,2012-07-13,11000.725
10,30,2012-07-20,11991.613
10,30,2012-07-27,11991.613
10,30,2012-03-08,11454.132
10,30,2012-10-08,12419.731
10,30,2012-08-17,7889.2744
10,30,2012-08-24,8915.423
10,30,2012-08-31,9410.071
10,30,2012-07-09,7968.9233
10,30,2012-09-14,9003.596
10,30,2012-09-21,8915.423
10,30,2012-09-28,7889.2744
10,30,2012-05-10,8133.521
10,30,2012-10-19,6973.3926
10,30,2012-10-26,6973.3926
10,31,2011-11-02,12613.671
10,31,2011-11-03,12571.139
10,31,2011-12-08,11838.162
10,31,2011-11-11,9301.882
10,31,2011-11-18,11196.399
10,31,2011-11-25,11013.996
10,31,2011-12-16,4958.233
10,31,2011-12-23,9745.1045
10,31,2011-12-30,7150.9517
10,31,2012-06-01,12813.252
10,31,2012-01-13,8700.722
10,31,2012-01-20,8368.113
10,31,2012-01-27,9475.883
10,31,2012-03-02,10855.089
10,31,2012-10-02,11863.203
10,31,2012-02-17,12119.765
10,31,2012-02-24,9245.287
10,31,2012-02-03,8937.584
10,31,2012-09-03,7831.936
10,31,2012-03-16,8348.393
10,31,2012-03-23,8348.393
10,31,2012-03-30,8348.393
10,31,2012-06-04,8782.457
10,31,2012-04-13,8877.607
10,31,2012-04-20,7971.0103
10,31,2012-04-27,7974.5728
10,31,2012-04-05,8726.722
10,31,2012-05-18,7418.4404
10,31,2012-05-25,7599.4824
10,31,2012-01-06,5257.118
10,31,2012-08-06,7734.719
10,31,2012-06-15,7849.1777
10,31,2012-06-22,7964.0327
10,31,2012-06-29,8278.294
10,31,2012-06-07,11898.55
10,31,2012-07-13,10907.661
10,31,2012-07-20,11898.55
10,31,2012-07-27,11898.55
10,31,2012-03-08,11361.068
10,31,2012-10-08,12326.668
10,31,2012-08-17,7796.2104
10,31,2012-08-24,8822.359
10,31,2012-08-31,9317.008
10,31,2012-07-09,7875.86
10,31,2012-09-14,8910.532
10,31,2012-09-21,8822.359
10,31,2012-09-28,7796.2104
10,31,2012-05-10,8667.42
10,31,2012-10-19,7507.2905
10,31,2012-10-26,7507.2905
10,32,2011-11-02,14533.936
10,32,2011-11-03,14491.403
10,32,2011-12-08,13758.427
10,32,2011-11-11,31364.055
10,32,2011-11-18,13393.989
10,32,2011-11-25,19649.902
10,32,2011-12-16,18551.336
10,32,2011-12-23,11942.695
10,32,2011-12-30,15642.641
10,32,2012-06-01,16647.943
10,32,2012-01-13,11292.438
10,32,2012-01-20,10959.83
10,32,2012-01-27,11972.002
10,32,2012-03-02,19789.527
10,32,2012-10-02,14060.794
10,32,2012-02-17,15928.159
10,32,2012-02-24,11741.406
10,32,2012-02-03,12431.154
10,32,2012-09-03,10029.529
10,32,2012-03-16,10844.512
10,32,2012-03-23,10844.512
10,32,2012-03-30,10844.512
10,32,2012-06-04,11304.869
10,32,2012-04-13,11400.02
10,32,2012-04-20,10493.423
10,32,2012-04-27,10496.987
10,32,2012-04-05,11848.091
10,32,2012-05-18,9940.854
10,32,2012-05-25,10121.8955
10,32,2012-01-06,7848.838
10,32,2012-08-06,9932.3125
10,32,2012-06-15,10371.591
10,32,2012-06-22,10486.445
10,32,2012-06-29,10800.705
10,32,2012-06-07,14420.961
10,32,2012-07-13,13430.072
10,32,2012-07-20,14420.961
10,32,2012-07-27,14420.961
10,32,2012-03-08,18702.525
10,32,2012-10-08,15284.914
10,32,2012-08-17,9993.804
10,32,2012-08-24,11019.951
10,32,2012-08-31,12826.874
10,32,2012-07-09,10398.272
10,32,2012-09-14,11108.124
10,32,2012-09-21,11019.951
10,32,2012-09-28,9993.804
10,32,2012-05-10,11189.831
10,32,2012-10-19,9704.886
10,32,2012-10-26,9704.886
10,33,2011-11-02,14533.936
10,33,2011-11-03,14491.403
10,33,2011-12-08,13758.427
10,33,2011-11-11,16994.787
10,33,2011-11-18,13393.989
10,33,2011-11-25,18537.303
10,33,2011-12-16,15694.342
10,33,2011-12-23,11942.695
10,33,2011-12-30,15018.465
10,33,2012-06-01,16647.943
10,33,2012-01-13,11292.438
10,33,2012-01-20,10959.83
10,33,2012-01-27,11972.002
10,33,2012-03-02,18676.928
10,33,2012-10-02,14060.794
10,33,2012-02-17,15928.159
10,33,2012-02-24,11741.406
10,33,2012-02-03,12484.822
10,33,2012-09-03,10029.529
10,33,2012-03-16,10844.512
10,33,2012-03-23,10844.512
10,33,2012-03-30,10844.512
10,33,2012-06-04,11304.869
10,33,2012-04-13,11400.02
10,33,2012-04-20,10493.423
10,33,2012-04-27,10496.987
10,33,2012-04-05,11848.091
10,33,2012-05-18,9940.854
10,33,2012-05-25,10121.8955
10,33,2012-01-06,7848.838
10,33,2012-08-06,9932.3125
10,33,2012-06-15,10371.591
10,33,2012-06-22,10486.445
10,33,2012-06-29,10800.705
10,33,2012-06-07,14420.961
10,33,2012-07-13,13430.072
10,33,2012-07-20,14420.961
10,33,2012-07-27,14420.961
10,33,2012-03-08,18702.525
10,33,2012-10-08,15284.914
10,33,2012-08-17,9993.804
10,33,2012-08-24,11019.951
10,33,2012-08-31,12826.874
10,33,2012-07-09,10398.272
10,33,2012-09-14,11108.124
10,33,2012-09-21,11019.951
10,33,2012-09-28,9993.804
10,33,2012-05-10,11189.831
10,33,2012-10-19,9704.886
10,33,2012-10-26,9704.886
10,34,2011-11-02,17763.277
10,34,2011-11-03,17720.748
10,34,2011-12-08,16987.78
10,34,2011-11-11,73314.67
10,34,2011-11-18,16623.344
10,34,2011-11-25,21959.125
10,34,2011-12-16,37527.508
10,34,2011-12-23,14798.647
10,34,2011-12-30,18440.277
10,34,2012-06-01,19877.287
